Campaign	Station - Device Operation	Device Types	Device Types Code	Device	Device Code	Date/Time (Start)	Action (Start)	 (Start)	 (Start)	Depth (m) (Start)	Comment (Start)	Date/Time (End)	Action (End)	 (End)	 (End)	Depth (m) (End)	Comment (End)	Date/Time station start	 station start	 station start	Depth (m) station start	Comment station start	Date/Time profile start	 profile start	 profile start	Depth (m) profile start	Comment profile start	Date/Time max depth/on ground	 max depth/on ground	 max depth/on ground	Depth (m) max depth/on ground	Comment max depth/on ground	Date/Time station end	 station end	 station end	Depth (m) station end	Comment station end	Date/Time profile end	 profile end	 profile end	Depth (m) profile end	Comment profile end	Comment (Station)	Comment (Device Operation)
M161	M161_76-1	Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Altimeter,Fluorometer	WS,METHAN,CTD,POS,O2,ALTI,FLU	CTD	CTD	2020/01/29 05:01:58	in the water			4503	W2, clean ship	2020/01/29 05:57:53	on deck			4506												2020/01/29 05:21:19			4506	SLmax = 800m												
M161	M161_77-1	Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Water Sampler,Fluorometer,Altimeter	METHAN,CTD,POS,O2,WS,FLU,ALTI	CTD	CTD	2020/01/29 07:07:22	in the water			4507	W2, clean ship	2020/01/29 07:33:40	on deck			4509												2020/01/29 07:17:37			4506	SLmax = 250m												
M161	M161_78-1	Positioning System,Oxygen Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors,Altimeter,Methane Sensor,Water Sampler	POS,O2,FLU,CTD,ALTI,METHAN,WS	CTD	CTD	2020/01/29 09:04:12	in the water			4456	W2, clean ship	2020/01/29 09:40:41	on deck			4458												2020/01/29 09:23:17			4459	SLmax = 800m												
M161	M161_79-1	Water Sampler,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer,Altimeter,Methane Sensor	WS,O2,CTD,POS,FLU,ALTI,METHAN	CTD	CTD	2020/01/29 12:31:12	in the water			4493	W2, clean ship	2020/01/29 13:09:34	on deck			4494												2020/01/29 12:50:40			4494	SLmax = 800m												
M161	M161_80-1	Water Sampler,Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Positioning System,Oxygen Sensor	WS,ALTI,FLU,CTD,METHAN,POS,O2	CTD	CTD	2020/01/29 15:56:10	in the water			4471	W2, clean ship	2020/01/29 16:32:33	on deck			4471												2020/01/29 16:13:46			4471	SLmax = 800m												
M161	M161_81-1	Altimeter,Oxygen Sensor,Fluorometer,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Water Sampler	ALTI,O2,FLU,METHAN,POS,CTD,WS	CTD	CTD	2020/01/29 18:54:13	in the water			4496	W2, clean ship	2020/01/29 19:33:40	on deck			4494												2020/01/29 19:13:07			4494	SLmax = 800m												
M161	M161_82-1	Altimeter,Water Sampler,Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor,Oxygen Sensor,Fluorometer	ALTI,WS,CTD,POS,METHAN,O2,FLU	CTD	CTD	2020/01/29 22:19:32	in the water			4456	W2, clean ship	2020/01/29 22:53:57	on deck			4461												2020/01/29 22:37:44			4458	SLmax = 800m												
M161	M161_83-1	Positioning System,Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Altimeter	POS,METHAN,WS,CTD,FLU,O2,ALTI	CTD	CTD	2020/01/30 01:18:10	in the water			4739	W2, clean ship	2020/01/30 01:55:01	on deck			4739												2020/01/30 01:37:46			4738	SLmax = 800m												
M161	M161_84-1	Positioning System,Oxygen Sensor,Altimeter,Water Sampler,Methane Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors	POS,O2,ALTI,WS,METHAN,FLU,CTD	CTD	CTD	2020/01/30 04:26:23	in the water			4952	W2, clean ship	2020/01/30 05:03:32	on deck			4952												2020/01/30 04:44:28			4951	SLmax = 800m												
M161	M161_85-1	Water Sampler,Fluorometer,Positioning System,Oxygen Sensor,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter	WS,FLU,POS,O2,METHAN,CTD,ALTI	CTD	CTD	2020/01/30 07:30:38	in the water			4826	W2, clean ship	2020/01/30 08:05:55	on deck			4836												2020/01/30 07:48:31			4834	SLmax = 800m												
M161	M161_86-1	Fluorometer,Positioning System,Oxygen Sensor,Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter	FLU,POS,O2,WS,METHAN,CTD,ALTI	CTD	CTD	2020/01/30 10:43:13	in the water			4922	W2, clean ship	2020/01/30 11:18:40	on deck			4926												2020/01/30 11:01:25			4924	SLmax = 800m												
M161	M161_87-1	Water Sampler,Oxygen Sensor,Fluorometer,Altimeter,Conductivity-Temperature-Depth Sensors,Methane Sensor,Positioning System	WS,O2,FLU,ALTI,CTD,METHAN,POS	CTD	CTD	2020/01/30 19:53:42	in the water			4941	W2, clean ship	2020/01/30 20:28:39	on deck			4940												2020/01/30 20:11:21			4941	SLmax = 800m												
M161	M161_88-1	Water Sampler,Altimeter,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer,Methane Sensor,Oxygen Sensor	WS,ALTI,CTD,POS,FLU,METHAN,O2	CTD	CTD	2020/01/30 22:06:02	in the water			4947	W2, clean ship	2020/01/30 22:40:35	on deck			4949												2020/01/30 22:24:02			4950	SL max = 800m												
M161	M161_89-1	Methane Sensor,Water Sampler,Positioning System,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Altimeter,Fluorometer	METHAN,WS,POS,CTD,O2,ALTI,FLU	CTD	CTD	2020/01/31 00:56:03	in the water			4923	W2, clean ship	2020/01/31 01:29:47	on deck			4923												2020/01/31 01:13:05			4924	SLmax = 800m												
M161	M161_90-1	Positioning System,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler,Altimeter,Methane Sensor	POS,FLU,O2,CTD,WS,ALTI,METHAN	CTD	CTD	2020/01/31 06:59:00	in the water			4953	W2, clean ship	2020/01/31 07:35:46	on deck			4943												2020/01/31 07:16:57			4943	SLmax = 800m												
M161	M161_91-1	Oxygen Sensor,Fluorometer,Positioning System,Methane Sensor,Water Sampler,Conductivity-Temperature-Depth Sensors,Altimeter	O2,FLU,POS,METHAN,WS,CTD,ALTI	CTD	CTD	2020/01/31 09:24:56	in the water			4867	W2, clean ship	2020/01/31 10:00:09	on deck			4872												2020/01/31 09:42:59			4869	SLmax = 800m												
M161	M161_92-1	Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Positioning System,Water Sampler,Oxygen Sensor,Fluorometer	METHAN,CTD,ALTI,POS,WS,O2,FLU	CTD	CTD	2020/01/31 12:24:56	in the water			4834	W2, clean ship	2020/01/31 13:01:48	on deck			4835												2020/01/31 12:44:30			4833	SLmax = 800m												
M161	M161_93-1	Altimeter,Oxygen Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Methane Sensor	ALTI,O2,POS,CTD,FLU,WS,METHAN	CTD	CTD	2020/01/31 15:24:45	in the water			4856	W2, clean ship	2020/01/31 16:01:05	on deck			4866												2020/01/31 15:42:41			4869	SLmax = 800m 												
M161	M161_94-1	Oxygen Sensor,Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Water Sampler,Altimeter	O2,FLU,METHAN,CTD,POS,WS,ALTI	CTD	CTD	2020/01/31 18:30:41	in the water			5177	W2, clean ship	2020/01/31 19:09:11	on deck			5170												2020/01/31 18:49:27			5179	SLmax = 800m												
M161	M161_95-1	Water Sampler,Altimeter,Positioning System,Oxygen Sensor,Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors	WS,ALTI,POS,O2,FLU,METHAN,CTD	CTD	CTD	2020/01/31 21:46:36	in the water			5509	W2, clean ship	2020/01/31 22:22:12	on deck			5513												2020/01/31 22:04:22			5506	SLmax = 800m												
M161	M161_96-1	Altimeter,Oxygen Sensor,Water Sampler,Positioning System,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor	ALTI,O2,WS,POS,FLU,CTD,METHAN	CTD	CTD	2020/02/01 00:16:27	in the water			5320	W2, clean ship	2020/02/01 00:52:31	on deck			5329												2020/02/01 00:34:56			5322	SLmax = 800m												
M161	M161_97-1	Water Sampler,Positioning System,Fluorometer,Oxygen Sensor,Methane Sensor,Altimeter,Conductivity-Temperature-Depth Sensors	WS,POS,FLU,O2,METHAN,ALTI,CTD	CTD	CTD	2020/02/01 02:23:34	in the water			5249	W2, clean ship	2020/02/01 02:56:29	on deck			5247												2020/02/01 02:40:19			5251	SLmax = 800m												
M161	M161_98-1	Positioning System,Water Sampler,Fluorometer,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Altimeter	POS,WS,FLU,O2,CTD,METHAN,ALTI	CTD	CTD	2020/02/01 04:34:55	in the water			5101	W2, clean ship	2020/02/01 05:32:03	on deck			5100												2020/02/01 04:53:28			5100	SLmax = 800m												
M161	M161_99-1	Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Positioning System,Water Sampler,Fluorometer,Methane Sensor	O2,CTD,ALTI,POS,WS,FLU,METHAN	CTD	CTD	2020/02/01 06:46:17	in the water			5102	W2, clean ship	2020/02/01 07:20:33	on deck			5102												2020/02/01 06:56:25			5101	SLmax = 250m												
M161	M161_100-1	Water Sampler,Fluorometer,Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Positioning System,Methane Sensor	WS,FLU,CTD,ALTI,O2,POS,METHAN	CTD	CTD	2020/02/01 09:08:49	in the water			5015	W2, clean ship	2020/02/01 09:43:38	on deck			5016												2020/02/01 09:26:39			5015	SLmax = 800m												
M161	M161_101-1	Oxygen Sensor,Methane Sensor,Water Sampler,Fluorometer,Altimeter,Conductivity-Temperature-Depth Sensors,Positioning System	O2,METHAN,WS,FLU,ALTI,CTD,POS	CTD	CTD	2020/02/01 11:34:51	in the water			4871	W2, clean ship	2020/02/01 12:10:56	on deck			4864												2020/02/01 11:53:09			4863	SLmax = 800m												
M161	M161_102-1	Altimeter,Water Sampler,Methane Sensor,Fluorometer,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Positioning System	ALTI,WS,METHAN,FLU,CTD,O2,POS	CTD	CTD	2020/02/01 14:51:14	in the water			4830	W2, clean ship	2020/02/01 15:26:24	on deck			4833												2020/02/01 15:10:41			4827	SLmax = 800m												
M161	M161_103-1	Oxygen Sensor,Methane Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System,Fluorometer,Altimeter	O2,METHAN,CTD,WS,POS,FLU,ALTI	CTD	CTD	2020/02/01 17:59:36	in the water			4952	W2, clean ship	2020/02/01 18:39:02	on deck			4954												2020/02/01 18:19:01			4953	SLmax = 800m												
M161	M161_104-1	Positioning System,Conductivity-Temperature-Depth Sensors,Altimeter,Water Sampler,Fluorometer,Methane Sensor,Oxygen Sensor	POS,CTD,ALTI,WS,FLU,METHAN,O2	CTD	CTD	2020/02/01 21:35:05	in the water			4738	W2, clean ship	2020/02/01 22:09:12	on deck			4741												2020/02/01 21:52:28			4740	SL max = 800m												
M161	M161_105-1	Methane Sensor,Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Positioning System,Altimeter,Water Sampler	METHAN,CTD,FLU,O2,POS,ALTI,WS	CTD	CTD	2020/02/02 00:22:53	in the water			4509	W2, clean ship	2020/02/02 00:55:47	on deck			4510												2020/02/02 00:39:52			4511	SLmax = 800m												
M161	M161_106-1	Altimeter,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Water Sampler,Methane Sensor,Fluorometer,Positioning System	ALTI,CTD,O2,WS,METHAN,FLU,POS	CTD	CTD	2020/02/02 06:20:25	in the water			4461	W2, clean ship	2020/02/02 06:56:33	on deck			4457												2020/02/02 06:38:09			4454	SLmax = 800m												
M161	M161_107-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Oxygen Sensor,Methane Sensor,Water Sampler,Positioning System,Altimeter	CTD,FLU,O2,METHAN,WS,POS,ALTI	CTD	CTD	2020/02/02 08:22:21	in the water			4501	W2, clean ship	2020/02/02 08:57:56	on deck			4500												2020/02/02 08:40:34			4500	SLmax = 800m												
M161	M161_108-1	Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Water Sampler,Positioning System	FLU,METHAN,CTD,ALTI,O2,WS,POS	CTD	CTD	2020/02/02 10:24:51	in the water			4457	W2, clean ship	2020/02/02 11:00:08	on deck			4458												2020/02/02 10:42:52			4460	SLmax = 800m												
M161	M161_109-1	Oxygen Sensor,Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Fluorometer,Positioning System	O2,WS,METHAN,CTD,ALTI,FLU,POS	CTD	CTD	2020/02/02 13:40:43	in the water			4494	W2, clean ship	2020/02/02 14:14:21	on deck			4494												2020/02/02 13:58:36			4494	SLmax = 800m												
M161	M161_110-1	Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Oxygen Sensor,Altimeter,Methane Sensor	POS,CTD,FLU,WS,O2,ALTI,METHAN	CTD	CTD	2020/02/02 16:50:07	in the water			4471	W2, clean ship	2020/02/02 17:29:24	on deck			4471												2020/02/02 17:08:26			4473	SLmax = 800m												
M161	M161_111-1	Altimeter,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler,Positioning System,Methane Sensor,Fluorometer	ALTI,O2,CTD,WS,POS,METHAN,FLU	CTD	CTD	2020/02/02 19:48:44	in the water			4492	W2, clean ship	2020/02/02 20:23:45	on deck			4493												2020/02/02 20:06:15			4494	SLmax = 800m												
M161	M161_112-1	Oxygen Sensor,Altimeter,Fluorometer,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Water Sampler	O2,ALTI,FLU,METHAN,POS,CTD,WS	CTD	CTD	2020/02/02 22:58:00	in the water			4461	WS2, clean ship	2020/02/02 23:32:29	on deck			4458												2020/02/02 23:15:48			4464	SLmax = 800m												
M161	M161_113-1	Glider	GLD	Glider	GLIDER	2020/02/03 13:03:08	on deck			1676	Glider recovered (MSM emergency recovery)	2020/02/03 13:03:08	on deck			1676	Glider recovered (MSM emergency recovery)																											
M161	M161_114-1	Altimeter,Water Sampler,Oxygen Sensor,Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System	ALTI,WS,O2,FLU,METHAN,CTD,POS	CTD	CTD	2020/02/03 15:59:33	in the water			1942	W2, clean ship	2020/02/03 16:46:36	on deck			1942												2020/02/03 16:22:31			1943	SLmax = 1000m												
M161	M161_115-1	Fluorometer,Methane Sensor,Water Sampler,Oxygen Sensor,Altimeter,Conductivity-Temperature-Depth Sensors,Positioning System	FLU,METHAN,WS,O2,ALTI,CTD,POS	CTD	CTD	2020/02/04 05:10:34	in the water			3856	W2, clean ship	2020/02/04 06:04:53	on deck			3847												2020/02/04 05:28:27			3848	SLmax = 800m												
M161	M161_116-1	Oxygen Sensor,Altimeter,Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Fluorometer,Water Sampler	O2,ALTI,METHAN,CTD,POS,FLU,WS	CTD	CTD	2020/02/04 07:23:20	in the water			3850	W2, clean ship	2020/02/04 07:49:14	on deck			3847												2020/02/04 07:31:42			3846	SLmax = 250m												
M161	M161_117-1	Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Positioning System,Water Sampler,Oxygen Sensor	FLU,METHAN,CTD,ALTI,POS,WS,O2	CTD	CTD	2020/02/04 11:17:04	in the water			4459	W2, clean ship	2020/02/04 11:52:54	on deck			4458												2020/02/04 11:36:05			4459	SLmax = 800m												
M161	M161_118-1	Oxygen Sensor,Altimeter,Water Sampler,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Fluorometer	O2,ALTI,WS,METHAN,POS,CTD,FLU	CTD	CTD	2020/02/04 18:33:05	in the water			4737	W2, clean ship	2020/02/04 19:12:40	on deck			4740												2020/02/04 18:52:09			4742	SLmax = 800m												
M161	M161_119-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Methane Sensor,Positioning System,Water Sampler	FLU,CTD,ALTI,O2,METHAN,POS,WS	CTD	CTD	2020/02/04 21:49:13	in the water			4952	W2, clean ship	2020/02/04 22:25:54	on deck			4951												2020/02/04 22:07:13			4952	SLmax = 800m												
M161	M161_120-1	Conductivity-Temperature-Depth Sensors,Methane Sensor,Oxygen Sensor,Water Sampler,Positioning System,Fluorometer,Altimeter	CTD,METHAN,O2,WS,POS,FLU,ALTI	CTD	CTD	2020/02/05 00:55:42	in the water			4833	W2, clean ship	2020/02/05 01:33:52	on deck			4828												2020/02/05 01:15:20			4829	SLmax = 800m												
M161	M161_121-1	Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Positioning System,Water Sampler,Methane Sensor	ALTI,FLU,CTD,O2,POS,WS,METHAN	CTD	CTD	2020/02/05 04:10:12	in the water			4870	W2, clean ship	2020/02/05 04:47:16	on deck			4862												2020/02/05 04:28:12			4862	SLmax = 800m												
M161	M161_122-1	Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Altimeter,Water Sampler,Oxygen Sensor,Fluorometer	METHAN,POS,CTD,ALTI,WS,O2,FLU	CTD	CTD	2020/02/05 07:21:59	in the water			5174	W2, clean ship	2020/02/05 07:58:02	on deck			5175												2020/02/05 07:40:23			5171	SLmax = 800m												
M161	M161_123-1	Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors,Methane Sensor,Altimeter,Oxygen Sensor,Fluorometer	POS,WS,CTD,METHAN,ALTI,O2,FLU	CTD	CTD	2020/02/05 10:31:08	in the water			5507	W2, clean ship	2020/02/05 11:06:21	on deck			5508												2020/02/05 10:48:47			5509	SLmax = 800m												
M161	M161_124-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Oxygen Sensor,Altimeter,Positioning System	FLU,CTD,METHAN,WS,O2,ALTI,POS	CTD	CTD	2020/02/05 13:46:29	in the water			5170	W2, cllean ship	2020/02/05 14:24:25	on deck			5174												2020/02/05 14:06:36			5170	SLmax = 800m												
M161	M161_125-1	Glider	GLD	Glider	GLIDER	2020/02/05 17:08:03	on deck			5124		2020/02/05 17:08:03	on deck			5124																												
M161	M161_126-1	Methane Sensor,Conductivity-Temperature-Depth Sensors,Positioning System,Altimeter,Fluorometer,Water Sampler,Oxygen Sensor	METHAN,CTD,POS,ALTI,FLU,WS,O2	CTD	CTD	2020/02/05 19:36:10	in the water			5004	W2, clean ship	2020/02/05 20:13:20	on deck			5003												2020/02/05 19:54:42			5005	SLmax = 800m												
M161	M161_127-1	Methane Sensor,Fluorometer,Altimeter,Water Sampler,Positioning System,Conductivity-Temperature-Depth Sensors,Oxygen Sensor	METHAN,FLU,ALTI,WS,POS,CTD,O2	CTD	CTD	2020/02/05 22:29:42	in the water			5003	W2, clean ship	2020/02/05 23:05:03	on deck			5003												2020/02/05 22:47:59			5003	SLmax = 809m												
M161	M161_128-1	Altimeter,Positioning System,Fluorometer,Water Sampler,Methane Sensor,Oxygen Sensor,Conductivity-Temperature-Depth Sensors	ALTI,POS,FLU,WS,METHAN,O2,CTD	CTD	CTD	2020/02/06 00:31:48	in the water			5002	W2, clean ship	2020/02/06 01:08:44	on deck			5002												2020/02/06 00:50:20			5005	SLmax = 800m												
M161	M161_129-1	Conductivity-Temperature-Depth Sensors,Positioning System,Altimeter,Methane Sensor,Fluorometer,Water Sampler,Oxygen Sensor	CTD,POS,ALTI,METHAN,FLU,WS,O2	CTD	CTD	2020/02/06 02:30:27	in the water			5003		2020/02/06 03:03:36	on deck			5003												2020/02/06 02:48:09			5002	SLmax = 800m												
M161	M161_130-1	Altimeter,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Water Sampler,Fluorometer	ALTI,METHAN,POS,CTD,O2,WS,FLU	CTD	CTD	2020/02/06 04:37:17	in the water			5003	W2, clean ship	2020/02/06 05:13:37	on deck			5004												2020/02/06 04:54:55			5004	SLmax = 800m												
M161	M161_131-1	Altimeter,Oxygen Sensor,Water Sampler,Fluorometer,Methane Sensor,Positioning System,Conductivity-Temperature-Depth Sensors	ALTI,O2,WS,FLU,METHAN,POS,CTD	CTD	CTD	2020/02/06 06:32:23	in the water			5005	W2, clean ship	2020/02/06 07:11:09	on deck			5003												2020/02/06 06:53:08			5004	SLmax = 800m												
M161	M161_132-1	Positioning System,Fluorometer,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter,Water Sampler,Oxygen Sensor	POS,FLU,METHAN,CTD,ALTI,WS,O2	CTD	CTD	2020/02/06 08:34:04	in the water			5005	W2, clean ship	2020/02/06 09:09:50	on deck			5005												2020/02/06 08:52:45			5005	SLmax = 800m												
M161	M161_133-1	Conductivity-Temperature-Depth Sensors,Fluorometer,Water Sampler,Oxygen Sensor,Altimeter,Positioning System,Methane Sensor	CTD,FLU,WS,O2,ALTI,POS,METHAN	CTD	CTD	2020/02/06 10:41:28	in the water			5006	W2, clean ship	2020/02/06 11:16:04	on deck			5003												2020/02/06 10:59:25			5004	SLmax = 800m												
M161	M161_134-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Positioning System,Water Sampler,Methane Sensor,Oxygen Sensor,Altimeter	FLU,CTD,POS,WS,METHAN,O2,ALTI	CTD	CTD	2020/02/06 12:31:48	in the water			5005	W2, clean ship	2020/02/06 13:10:16	on deck			5003												2020/02/06 12:51:32			5004	SLmax = 800m												
M161	M161_135-1	Oxygen Sensor,Methane Sensor,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors,Fluorometer,Altimeter	O2,METHAN,POS,WS,CTD,FLU,ALTI	CTD	CTD	2020/02/06 14:32:11	in the water			5009	W2, clean ship	2020/02/06 15:13:58	on deck			5004												2020/02/06 14:53:12			5004	SLmax = 800m												
M161	M161_136-1	Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Methane Sensor,Water Sampler	ALTI,FLU,CTD,POS,O2,METHAN,WS	CTD	CTD	2020/02/06 16:30:01	in the water			5003	W2, clean ship	2020/02/06 17:07:19	on deck			5006												2020/02/06 16:48:46			5006	SLmax = 800m												
M161	M161_137-1	Methane Sensor,Oxygen Sensor,Altimeter,Fluorometer,Positioning System,Water Sampler,Conductivity-Temperature-Depth Sensors	METHAN,O2,ALTI,FLU,POS,WS,CTD	CTD	CTD	2020/02/06 18:15:25	in the water			5003	W2, clean ship	2020/02/06 18:54:49	on deck			5002												2020/02/06 18:34:33			5004	SLmax = 800m												
M161	M161_138-1	Fluorometer,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Methane Sensor,Positioning System,Water Sampler,Altimeter	FLU,CTD,O2,METHAN,POS,WS,ALTI	CTD	CTD	2020/02/06 22:38:36	information			4827	W2, clean ship	2020/02/06 23:13:24	on deck			4825												2020/02/06 22:56:33			4827	SLmax = 800m												
M161	M161_139-1	Fluorometer,Altimeter,Positioning System,Water Sampler,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor	FLU,ALTI,POS,WS,O2,CTD,METHAN	CTD	CTD	2020/02/07 02:01:24	in the water			4952	W2, clean ship	2020/02/07 02:33:58	on deck			4951												2020/02/07 02:18:38			4952	SLmax = 800m												
M161	M161_140-1	Positioning System,Water Sampler,Methane Sensor,Conductivity-Temperature-Depth Sensors,Oxygen Sensor,Altimeter,Fluorometer	POS,WS,METHAN,CTD,O2,ALTI,FLU	CTD	CTD	2020/02/07 05:05:58	in the water			4660	W2, clean ship	2020/02/07 06:02:47	on deck			4658												2020/02/07 05:24:34			4659	SLmax = 800m												
M161	M161_141-1	Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor,Water Sampler,Altimeter,Fluorometer,Positioning System	O2,CTD,METHAN,WS,ALTI,FLU,POS	CTD	CTD	2020/02/07 07:25:22	in the water			4659	W2, clean ship	2020/02/07 07:52:07	on deck			4658												2020/02/07 07:35:08			4660	SLmax = 250m												
M161	M161_142-1	Fluorometer,Methane Sensor,Positioning System,Altimeter,Water Sampler,Conductivity-Temperature-Depth Sensors,Oxygen Sensor	FLU,METHAN,POS,ALTI,WS,CTD,O2	CTD	CTD	2020/02/07 11:31:43	in the water			4494	W2. clean ship	2020/02/07 16:32:52	on deck			4494												2020/02/07 14:31:09			4493	SLmax = 4485m												
M161	M161_143-1	Fluorometer,Water Sampler,Altimeter,Methane Sensor,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Positioning System	FLU,WS,ALTI,METHAN,O2,CTD,POS	CTD	CTD	2020/02/07 20:06:17	in the water			4472	W2, clean ship	2020/02/07 20:41:17	on deck			4471												2020/02/07 20:24:13			4473	SLmax = 800m												
M161	M161_144-1	Conductivity-Temperature-Depth Sensors,Altimeter,Oxygen Sensor,Methane Sensor,Positioning System,Fluorometer,Water Sampler	CTD,ALTI,O2,METHAN,POS,FLU,WS	CTD	CTD	2020/02/07 23:24:51	in the water			4494	W2, clean ship	2020/02/07 23:58:55	on deck			4491												2020/02/07 23:42:07			4493	SLmax = 800m												
M161	M161_145-1	Oxygen Sensor,Water Sampler,Fluorometer,Positioning System,Methane Sensor,Conductivity-Temperature-Depth Sensors,Altimeter	O2,WS,FLU,POS,METHAN,CTD,ALTI	CTD	CTD	2020/02/08 02:30:26	in the water			4492	W2, clean ship	2020/02/08 03:03:01	on deck			4492												2020/02/08 02:47:23			4492	SLmax = 800m												
M161	M161_146-1	Oxygen Sensor,Methane Sensor,Altimeter,Fluorometer,Conductivity-Temperature-Depth Sensors,Positioning System,Water Sampler	O2,METHAN,ALTI,FLU,CTD,POS,WS	CTD	CTD	2020/02/08 04:56:28	in the water			4493	W2, clean ship	2020/02/08 05:33:50	on deck			4493												2020/02/08 05:14:59			4494	SLmax = 800m												
M161	M161_147-1	Conductivity-Temperature-Depth Sensors,Positioning System,Oxygen Sensor,Methane Sensor,Water Sampler,Altimeter,Fluorometer	CTD,POS,O2,METHAN,WS,ALTI,FLU	CTD	CTD	2020/02/08 06:50:07	in the water			4495	W2, clean ship	2020/02/08 07:26:30	on deck			4494												2020/02/08 07:08:11			4493	SLmax = 800m												
M161	M161_148-1	Water Sampler,Positioning System,Fluorometer,Altimeter,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Methane Sensor	WS,POS,FLU,ALTI,O2,CTD,METHAN	CTD	CTD	2020/02/08 08:41:24	in the water			4494	 W2, clean ship	2020/02/08 09:18:38	on deck			4494												2020/02/08 09:00:55			4493	SLmax = 800m												
M161	M161_149-1	Altimeter,Fluorometer,Positioning System,Methane Sensor,Oxygen Sensor,Conductivity-Temperature-Depth Sensors,Water Sampler	ALTI,FLU,POS,METHAN,O2,CTD,WS	CTD	CTD	2020/02/08 20:29:07	in the water			4493	W2, clean ship	2020/02/08 21:04:27	on deck			4494												2020/02/08 20:46:50			4492	SLmax = 800m												
M161	M161_150-1	Positioning System,Fluorometer,Conductivity-Temperature-Depth Sensors,Methane Sensor,Oxygen Sensor,Altimeter,Water Sampler	POS,FLU,CTD,METHAN,O2,ALTI,WS	CTD	CTD	2020/02/08 22:28:12	in the water			4492	W2, clean ship	2020/02/08 23:02:16	on deck			4493												2020/02/08 22:45:47			4494	SLmax = 800m												
M161	M161_151-1	Conductivity-Temperature-Depth Sensors,Positioning System,Methane Sensor,Altimeter,Water Sampler,Oxygen Sensor,Fluorometer	CTD,POS,METHAN,ALTI,WS,O2,FLU	CTD	CTD	2020/02/09 00:33:02	in the water			4494	W2, clean ship	2020/02/09 01:04:51	on deck			4493												2020/02/09 00:49:19			4492	SLmax = 800m												
